tweet,topic,sentiment_label,sentiment_score
oooh take pictures wan na see,0,1,0.109619245
im dinner,0,1,0.021473438
let us go,0,1,0.031864196
filling whole page tweets log jk girly,0,1,-0.009621367
bother another question might 24 irish people crazy enough vote ff one couldnt answer,0,0,-0.54239833
anyone went shopping,0,1,0.0026666522
watching hsm3 kids,0,1,0.05520632
make money girl morning btw,0,1,0.33307028
blackadder itc see ok ill try,0,1,0.34315723
tell think im thinking buying,9,1,-0.10102559
good morning,0,2,0.76207113
thank daosin im glad enjoy quotfacesquot ill keep everyone updated music fun weekend k,0,2,0.9848233
tonight dont worry anymore get rowdy,0,1,0.30345562
cant believe im early saturday via good morning,0,2,0.5968901
goooooood morning,0,2,0.8991755
going home dropping jeanine bestfriend annabelle,0,1,0.0766505
sure willhave vodka relentless guess wont sleeping 2nite,0,1,0.24273577
log onto demand john mayer newcastle ive already demanded hmm,0,1,0.054267496
flange huh remember ever make way love work,0,1,0.09872545
got lenovo lappy idea dont feel extra happiness thingy within,4,1,-0.20402658
thats nice,0,2,0.9462426
hey hows sort uni work,0,1,-0.04643978
ok updated new dose fun,0,2,0.83633965
lche pas patate belle cheering,0,1,0.23452987
aww youre welcome,0,2,0.95958346
k fest 2moro cant wait 2 c 3oh3 oh nd get free ice cream friendlys 2day,0,2,0.9731137
makes heart smile real big,0,2,0.974162
derpy smile honor feel classics one hateyetnothate art,0,1,-0.037970945
anyone audio last nights show big reward,0,2,0.5489371
happy brother sisterinlaw right keeping fingers toes crossed,0,2,0.81436974
hurrah picked good day perfect day staying pub,0,2,0.90920836
thanks bb,0,2,0.66452926
know kevinspacey like sending tons messages,0,1,0.013922021
never never friend,0,1,-0.34821773
good morning,0,2,0.76207113
arms legs thighs ankles feet legs sore yesterday today thats whole point,0,1,-0.12926348
woken home bible sellers dont need bible 10 saturday need beer,5,1,-0.19388059
put lead,0,1,0.14275417
good morning everyone,0,2,0.851604
dress shopping,0,1,-0.089135274
yes youre right jobros come pretty close david ahhhmazing hes way talented,0,2,0.9644942
ill cup coffee soon find another bottle open sing something happier,0,2,0.8336464
yeah absolutely xx,0,2,0.71490765
ok nah showing hkg drama lappy,0,1,-0.2540802
feels summeriee,0,2,0.76484245
lolololol love guys make laugh im pretty much low get love,0,2,0.90714824
back street began,0,1,-0.04959421
smartand fashionable,0,1,0.45306954
eww twitter looks depressing happy time eating breakfast ooober hungry ice cream shall b eggs,0,0,-0.5151398
gon na good day,0,2,0.91916746
good morning beautiful tweeties everyone morning diy day,0,2,0.9683396
made twitter yeah l,0,1,-0.018456906
pub visit guinness nice music evening boxing telly,0,2,0.8230544
apparently hardware doesnt suck vaccuum cleaner id like donate bit c4 treatment,0,1,-0.0026527643
things good trying get lovebettercampcom running hotwings oven,0,2,0.95735264
meaning behind deviant art,0,1,-0.28729358
errrrr explain,0,1,-0.23319381
dinner wonderin,0,1,0.07493303
sorry voting earlieri still bed,0,1,-0.3630603
breakfast favorite meal time cereal,0,1,0.4673686
brunch aunts going uncles grave lakeee,0,1,-0.022745699
love btw soo cutee pretty lt3,0,2,0.98895603
returning london consulate vote media dictator home beautiful day today,9,2,0.83777755
oh kinks,0,1,-0.13792837
maybe start following,0,1,0.15213229
id cuz swim bar dammit words didnt get beer disgruntled good times tanners,0,0,-0.43189934
getting creative better get designing im feeling chipper,0,2,0.9047718
goin pool,0,1,0.16968533
boas tardinhas,0,1,-0.08420271
meant say saturday blondie moment bringing fresh cinnamon rolls flat local strawberries home kiddos,0,1,0.3795271
okay helped make decision two see hangover today,7,1,0.2712599
yeah really fit going try beer slugs,0,2,0.49423853
unless rob hott guy dont bother,0,1,-0.33791775
really well thank slept till 430 morning new record,0,2,0.8683158
true live lifetime weekend still make back work monday im going atlantis,0,1,0.4124604
yeah im talking really maybe,0,1,0.015543103
pray trying remain positive,0,2,0.6980256
today sad day thank goodness ious,0,2,0.37149835
u know whats popping tonite,8,1,0.07387638
sigh love wifey shes sweetest thing ever jus made breakfast bed jus,3,2,0.9774977
going mall w family boyf shop shop shop yaaaaiiii,0,1,0.19212137
put cinnamon,0,1,0.04794459
oh dont worryi dont,0,1,0.17614111
good morning tweets got sleep today,0,2,0.7790892
hail thee keeper maker dreams havent checked see ht party went slept,0,1,-0.19497736
havent seen broadway id like see wicked hear nothing good things,0,0,-0.59162825
kidding saturday thats im leaving work,0,1,0.19824925
fair hug happy birthday though,0,2,0.9113482
heyy corbor would mind asking uncle brian question,0,1,0.0051338375
k called niiiiiiiiice,0,1,0.01411476
mon charnel,0,1,-0.02273035
welchs strawberry fruit snacks,0,1,0.13510394
totally summer mood right,0,2,0.58935434
im followin lil sis got twitter,0,1,0.10356209
things need 2 liven,0,1,-0.1251039
hobo floor mikey,0,1,0.0011852384
yeah looks great u wont play like ps3 xbox take plazma better home use,0,2,0.8679474
guess good mine u find u need tell,0,2,0.56952906
making salad house doors open blinds love,0,2,0.587761
guess sure im going may wander friends house later,0,1,0.29318523
happy birthday hope breakfast brunch burritos astounding sounded,0,2,0.9758154
trinken bei maddin party,0,1,0.11168782
mistake thats secret message real torchwood,0,1,-0.21648255
good point love brushing teeth shower though,0,2,0.92658275
watched crossroads def leppard taylor swiftthey awesome catch get chance,0,2,0.94742954
awesome want help ive told ppl around work collecting drop concert,0,2,0.53949624
watching quotwar worldsquot,0,1,-0.021477394
ooohhwhat fell floor couldnt take anymorethis might become lyrics session,0,0,-0.5948274
watching movies,0,1,0.08801083
decided watch night museum made good decision cuz hilarious three cherubs cute,0,2,0.9717982
sayive got youre number know roll diet come lmao,0,1,0.16540313
jake left taco bell,0,1,-0.00987355
talking robsten mom sister,0,1,-0.04921671
setting people,0,1,-0.35512918
cute words 3 3,0,2,0.91917866
cute babies mccarren today,0,2,0.9689052
im home,0,1,0.21619263
really beatmore modern american either way wish done college would fun,2,2,0.72196865
needs wife,0,1,-0.09285906
ihearttalpa jocotes,0,1,0.023856327
apple playing macbook pros,0,1,0.18157902
gon na cook cookies,0,1,0.06662455
yep one sartres famous quotes 1938 novel nausea smart man jeanpaul,0,1,0.42850393
im screen shooting pets hats getting go go need grab diva chat,0,1,-0.03924469
take fam see,0,1,-0.06288838
get 100 followers day using add everyone train pay vip,0,1,0.34934476
french fry tweet,0,1,-0.14828247
cookie puss havethe cookie puss hair blue repeat hair blue,0,1,0.048949692
goood moood,0,2,0.6215447
get 100 followers day using add everyone train pay vip,0,1,0.34934476
wine buzz darts wellcant say ive never done fun,0,1,-0.03372495
going ikea,8,1,0.046346016
get 100 followers day using add everyone train pay vip,0,1,0.34934476
im diggin sonics new bright yellow shirts,0,2,0.9093513
chillin ellie p six flags monday class 14 swaggatistic,0,1,-0.04395944
yeah got quite bit need bits evening like jewellery oh need bag,8,1,-0.004267961
get 100 followers day using add everyone train pay vip,0,1,0.34934476
cash twitters normandy,0,1,-0.051949017
silver fareham open class pistol shooting comp,0,1,-0.038714062
clip bluietooth device built microphone also 35mm socket headphones,0,1,0.11696364
washe said itlook aftermaths site,0,1,-0.099531695
cellphone charms pix plz,0,1,0.3052559
oh sounds yummy want one 2,0,2,0.95759284
pic cute,0,2,0.88074183
get 100 followers day using add everyone train pay vip,0,1,0.34934476
new treasury featuring etsians leicestershire talented bunch,0,2,0.8219027
thank much hospitality appreciate,0,2,0.97124726
im go today,0,1,0.08618526
hey im willing learn affiliate marketing already love social media love colorado send resume,0,2,0.97241586
love new pic,0,2,0.9819059
great granddad fought ww1 france war great granddad may known granddad,0,2,0.48663497
would easy snap im going,0,1,0.45351943
crying laughing bloke bbc handle suitcase toblerone anyone,0,1,-0.27370092
found darren youre cute,0,2,0.9618245
get phelps,0,1,0.059740543
coconut yummy,0,2,0.81768036
sick bring cookies,0,1,-0.39352322
pretty much bet shes fine,0,2,0.6157755
see walk front door,0,1,0.008041263
yes first definitely last creme variant plain original one,0,1,0.4150231
help stop cursin ampamp ill see u summerfest 13th,0,1,0.13643196
showaaa come laterrrrzzzzzzzzzz lt3,0,1,0.34799826
gon na plant flowers,6,1,0.37626266
lt3 blue bin move,0,1,0.017760418
meet n greet right love yalls hugs via lt get hugs side pond,0,2,0.94555575
beers theres grill everything,0,1,0.17502943
enjoy b,0,2,0.88215566
im fan thats ben folds song ive ever heard call fan,0,1,0.11326345
thats cool,0,2,0.94480824
hahaha slap,0,2,0.38918456
got done eating gooood food yum,0,2,0.9665152
twitters hatched back yard,0,1,0.022512496
hows hangin 8 hahaha,0,1,0.27430645
believe smokedglitteredcateyes,0,1,0.1711811
win one x,0,1,0.36686456
gooood morning,0,2,0.74650663
oh undeniably,0,1,-0.10616332
feet hurt im going meijer bbl,0,0,-0.7332668
wish virtual memory myspace page please sir,0,1,0.11725107
5 oclockguess time drink,0,1,0.066279754
yes course get choose,0,1,0.21644595
right bed calling nite,0,1,0.06409173
never knew dragonflies atebut know think better wondering,0,1,-0.16686483
actually tweet twitter work,0,1,0.14866576
let know want,0,1,-0.00072556734
lolgoshu right,0,1,0.11047576
get tattoo newport beach cali eat crab cooker beautiful day n work luv,0,2,0.9213577
definitely root cubbies,0,1,0.19577226
get bored party yet,0,0,-0.40149465
kay win im ready go homeeeeeeeee actually ill visiting go home maybe,0,2,0.85577697
love headbands monday go buy,0,2,0.9646415
tweeps ima get sum sleep awesome nite peace love,0,2,0.9245478
mines 803 party 803,0,1,0.02560708
got ipod touch,0,1,0.34205222
birthday party hubby looking forward seeing charming little assistant,1,2,0.98596114
either im right site person loco,0,1,0.010199688
im glad hear well heres improvements shortterm good sleep,0,2,0.96597195
beginning sermon series leviticus tomorrow yep thats right leviticus,1,1,0.21748826
left nephews bday party way temeculas wine festival hook friends care join us,0,2,0.5589477
brings back memories,0,2,0.5827091
girlfriend amazinggg makes errrthing better becca jean lewis iloveyou,0,2,0.98742175
bean encounters tonite thank shot week,0,1,0.35907704
wow tonight gon na one hell night fuck bring,0,0,-0.8938964
know hard pimp,0,1,-0.15173696
wthwas wonder funny silly,0,1,0.2735614
car died 2 years ago never bought another one walk bike ride everywhere best thing 2 happen 2,0,1,0.2371405
im bored gon na paint nails watch driving lessons bed,0,0,-0.6681442
tons newspaper want bring,0,1,-0.07142774
roasting marshmellows,0,1,0.066310726
girl r u doin hahaha floodin twitter dude work day hell whatchu doin tonight,0,1,-0.15082762
thanks kekeke,0,1,0.3402076
bought kites new pole,0,1,0.09130657
gon na eat blueberry muffin,0,1,0.088404216
root chakra tonite w jeremiah ravi saqi meadowmorphosis etc,0,1,0.00034307688
soon get hands scanner least 3 people prepared go backway back 1998 quite year,2,1,0.038909048
many puppies walked along boardwalk cousin ian must pet one hes 23,5,2,0.6057898
god watching,0,1,0.16404034
making present,0,1,0.30300596
woot woot knock em dead david,0,1,-0.20732976
spent day nothing felt great mama brought pollo loco im full take nap im lazy,0,0,-0.7164136
hmmmmwhat doingim singing awesome song ima go see movie calledterminator salvation oh yea bitch xd,0,2,0.9563155
natural myselfcant tell pic though love natural,0,2,0.50751716
eating houstons yummy prom hopefully get see someone tonight,0,2,0.9695453
jenn wanted say think youre beautiful ugh seriously love lt3,0,2,0.97857904
oh love pink lemonade,0,2,0.9807791
night alive feelings know,0,1,0.0961133
alright thengetcha drunk ass overr hurr,0,0,-0.76828474
hangover one funniest effin movies ever seen bradley cooper hot,0,2,0.907089
im feelin better,0,2,0.87715757
hello first place welcome boston babyy lt3,0,2,0.8981586
hey adrienne hope u ur sis quality time yesterday reading signed copy quotbreakthroughquot asap,0,2,0.5292776
cute pic,0,2,0.96160746
445am im bed,0,1,0.0047084093
amazing time best friend tonight really truley see best friends everytime hang outlt3,0,2,0.9841672
ready get partay,0,1,0.053230315
cool evening white wine homemade cheesy potatoes hbo clean laundry mmmmmparadiseor least better monday thru friday,0,2,0.9706092
good morning im early sunday today ill probably stay home twitter hehehe,0,2,0.86628747
came home nice cook type party mad funnn nick minee,0,2,0.93328196
im enjoying collecting demo versions songs brandys album,0,2,0.9285049
home work drinking coffee,0,1,-0.034318328
best soundtrack freakshows,0,2,0.6448336
got done shopping andrew dinner stuff cleaned house day movie night best friends girl,0,2,0.88106775
amazing day seaworld bbq house,0,2,0.951739
making good things come together behind scenes feels good ill share one day pans course,0,2,0.96764714
im lucky great friend would drive 7 hours way watch raceawesome thanks guys,0,2,0.97538865
funny sookie laughed bill gave best look curled toes hes smexy,0,2,0.9206636
trying later also bobby toon come visit us,0,1,0.4009931
like thinking,0,1,-0.024009675
hee hee finally got chance see episode quotwaking deadquot bro,9,2,0.4913442
making popcorn,0,1,0.028845131
youve cracked code may get games strategy though keep changing,0,1,0.29085082
nice like girls pretty toes nails,0,2,0.7655225
wondering heck get twitter neverrr use bout use often im guitar txt,0,1,-0.3059427
craziness hopefully make go club junkies like 1st semester good thimesssss,0,2,0.6511265
hahai needed mani,0,1,0.056271397
hi shannon movies unrelated raw actually please go info films,0,1,0.10597193
hehe blame away new wip ftw,0,1,0.1587872
best time danas birthday party,0,2,0.8771539
homeexhaustedriding bus tomorrowso better go read bible go bed,0,1,0.19910012
oh see yup turn nukka ready go ghetto orange county x santaana babiiiiiii,0,1,0.16559756
dinner rooftop garden view sun setting mexico city also sushi drinks nice,0,2,0.9477583
lt3 icons especially bulleto lt3lt3,0,1,0.13153318
goodnight good get tweet,0,2,0.6617051
sounds lovely hope rest weekend really great one spoiled little,0,2,0.9863254
video longer available,0,1,-0.094696775
glass wine might help,0,2,0.55246145
charlie chan calzone potato halves 4seasons frm yellow cab lumpia salmon belly strips,0,1,0.024244523
whew crazy day tomorrow fun relaxing reservoir,7,2,0.9411917
last night dreamed meet hope gon na true please come indonesia please,3,2,0.8614706
yeah like 2 3 quarters go story bit long twitter facebook details,0,1,0.0024149045
home fun night great friends known whole life good times,0,2,0.9723181
thank tuna cake bit catnip top yummy,0,2,0.9361798
hello friends hope woderful weekend,0,2,0.9376329
best friend r ready tonight uhuuuuuuuu hopefully something good happen,0,2,0.9795148
hahahaha choc fountain bj gave doesnt know ileft house bring ova,0,1,-0.22245328
amazingly fun time love guys,0,2,0.9868045
ive thinking mayb go sleep soon,0,1,0.03663029
going see bill bailey august,0,1,0.15601192
wut u tryna say every1 shud happy get shower,0,1,0.031371735
haaaa goes list best things youve ever said thanks mike,0,2,0.9762614
heeeeeeeey youre still good hear im wellstill jobhunting though,0,2,0.9321304
rodchenko inspired web design shouts quotrevolutionquot,0,1,0.17326102
like eats keats better like keats totally lapped ate say joke,0,1,0.24396208
watching brother lmao looove movie,0,2,0.97644305
im gon na give candy,0,1,0.08240409
got sims 3 yet rocks,0,1,0.3565353
welcome back iowa,0,2,0.8216771
sleep soon,0,1,0.15558541
hangover popular work crazy fun love free movies,0,2,0.9642035
geezus okay thats funny ill mind business ill sleeping corner need,0,2,0.68516237
sweet ill tweet head hopefully youre recovered,0,2,0.7376146
im watching csi baby,0,1,0.16244477
intend live forever far good,0,2,0.8970546
thanks following,0,2,0.72531646
bun venit pe twitter,0,1,-0.10102162
saw hangover funniest movie seen awhile highly recommened,0,2,0.95478225
get 100 followers day using add everyone train pay vip,0,1,0.34934476
rank yeah guys got pwnd,0,1,0.22856669
heavy rain bedok south subsided sun slowly coming play,0,1,0.12362262
hands love,0,2,0.5129696
talk get back k hugs pedder red beams,0,1,0.10711
thanks encouragement,0,2,0.8285848
sorry least netbook cheaper route also take ur netbook apple store use wifi,0,1,0.35275874
proud wrote referenced 1st song 4 actual artist 1st quotprayfullyquot many thanks god,0,2,0.88079107
wow found brennans messages saved word document theyre sweet love much,6,2,0.9851752
hes dope,0,2,0.4704539
tabor goes heavens looks interesting turkish gambit lots russian movies explore,0,2,0.8891177
early cheerios still sleepy time,0,1,0.2994871
god nothing shall impossible luke 137 one everybody know,0,1,0.37572938
get 100 followers day using add everyone train pay vip,0,1,0.34934476
bro gettn freak hehe,0,1,0.009010613
sounds like fun wonderful day,0,2,0.971794
yay got pt scholar,0,1,0.3574234
get 100 followers day using add everyone train pay vip,0,1,0.34934476
statin facts,0,1,-0.082619116
get 100 followers day using add everyone train pay vip,0,1,0.34934476
cant sleepback work,0,0,-0.8338457
heck yes lt333,0,2,0.6061178
good night wookie retiring evening yyaaaa sstttrreeeeetttccchhhhh,0,2,0.9310604
wooo hooooo golden tequila rocks n amrutanjal,0,2,0.8762649
get 100 followers day using add everyone train pay vip,0,1,0.34934476
shes vacation,0,1,0.05362135
pierced tongue wonder whats next,0,1,-0.10255765
safe dont know would without major,0,1,-0.18088266
thanks following supporting jb tell jonas friends follow us,5,2,0.8603584
give good rub towel quick back scratching brush followed doggy treat biscuits,0,2,0.7816372
love swine like lt3,0,2,0.8712148
mmm roast pork yummmyy,0,2,0.8488607
going chingford 2 c auntie get jeggins,0,1,0.0439036
making tacos,0,1,0.090651475
hahadont worry one xx,0,2,0.67971164
day 62 nearly 9 weeks truly didnt think would get far without relapse another 45 years go,0,0,-0.67206794
excited finally sunday im going sams birthday tuesday yayayayayayay,0,2,0.9896372
ahem twitter alwys gets busy saturday nights,0,1,-0.008655757
last nights gig awesome rock,0,2,0.97139025
4 shows speaking engagements next 3 days busy busy busy south bend clio warren come,0,1,0.17306477
go vote tweets threadless could win 500 share,0,1,0.4138423
id lying said,0,0,-0.6176679
love pinball wizard decided oops meant going bed ay hehe cheeky nighty night,0,2,0.88918567
thanks everyone suggestions keep asis time consider using staff cpd academy,0,2,0.59397733
congrats dude pints order,0,2,0.9411504
seen tree bark left got scratch next time see tree dead ahahhahah,0,1,-0.36464906
hey everyone looking great people follow follow since awesome follow,0,2,0.978845
first day school june 8 09 thats tomorrow man sucks everything especially summer thanks memories though,0,0,-0.9200567
idk sounds good tho movies,0,2,0.6896405
hey girl doin big things got respect yous dime,0,2,0.7945065
unlike serial offender,0,0,-0.89938146
think burritos win,0,1,0.39648002
youre welcome rosamunde pilchers book quotvejen hjemquot also quite good really sweet,0,2,0.9869593
well ill go cook byebye,0,1,-0.10134118
packing bags tomorrow,0,1,0.044810534
didnt take production editor enough experience asked start ed assistant liked,0,0,-0.669951
love church,0,2,0.9591844
landed home last cant wait get back bed,0,2,0.8757774
want guitar like taylor swifts,0,1,0.086057745
know fuckin love julz find bitch greater real shit every othr female weak fuck,7,0,-0.93835413
im eating tums yes basically healthy bananaflavored chalk,0,2,0.4951587
hey windaa,0,1,0.060359284
100 posts,0,1,0.069109954
crusha raspberry milkshake best drink world,0,2,0.9244731
heading bowness dinner,0,1,-0.20150375
highly recommends join earn money free shareholder dividends even nothing,0,2,0.51695365
good morning,0,2,0.76207113
hope everything going well havent talked,0,2,0.74227345
gordon ramsey idiot,0,0,-0.8582055
man pretty implosion would,0,1,-0.40418684
hills eastern kentucky volunteer week wont able check retweets tweet phone,0,0,-0.557906
say prayer people whole family origin lives italy enjoy try order tiramisu fun,0,2,0.87705576
song everyones head thanks lot great trip safe tell guys hi stuff looks great,0,2,0.98121196
really winter best time year,0,2,0.87749285
exactly sinem exactly,0,1,-0.087330915
tom watching grand prix sunday times cinnamon whirl lap green tea cooling gently bliss,0,2,0.54908353
naha ago,0,1,-0.017338514
dang thats shame,0,0,-0.9233966
going eat breakfast julia,0,1,0.010631952
nice know someone elses sleeping pattern bad mine,0,0,-0.5438948
see later xx,0,1,0.30016935
essay limit 2000 words count 1999,4,1,-0.13854966
nator really cool showers,0,2,0.963773
good time birthday party tonight thanks everyone,0,2,0.98781335
thaanks following,0,1,0.2644752
ahh love vicar dibley,0,2,0.958958
daddy bought kfc back,0,1,-0.016121797
many choose one time favourites quotyou beautifulquot joe cocker,0,2,0.83770496
u know u love,0,2,0.41478914
awww thanks,0,2,0.60372335
time year sun wakes loudly early reminds eager child ready start daybright cheerful relentless,0,2,0.8877033
thank youu,0,2,0.826321
keep mind,0,1,0.04031971
highly recommends join earn money free shareholder dividends even nothing,0,2,0.51695365
quotonly learned power sincere selfless contribution experience lifes deepest joy true fulfillmentquot tony robbins,0,2,0.80235904
pebbles afraid thunder lightning morning aint years wow new pictures coming soon,0,2,0.6737566
left hand talked right hand better world would better place,0,2,0.564556
wearing sydney tech jumper,0,1,-0.0024381205
another long w fat hoes,0,0,-0.8436481
omg mejoeyseyeon jessica watching metro station together gon na much fun,0,2,0.9287313
good mixed reviews papers interesting pictures todays paper though,0,2,0.92090535
wait sims 3 new shoes,0,1,0.07850669
proudest moment getting hooked bones,0,2,0.9726171
first beer prize need address,0,1,-0.046900555
thanks accepting iti wan na make blog,0,1,0.22980043
nah thats one meant,0,1,-0.086265475
everybody looked feet last night yeezys stayed home guys,0,1,0.06919659
cool ms richards enjoy day,0,2,0.9739572
blushes awww feel bit fluffy towards,0,2,0.8861031
true enough though dont push luck far work,0,1,0.12003628
way back home catch f1 record barbecue banana beer,0,1,0.15204275
nothing domingo,0,1,-0.13584578
listening fray,0,1,0.024269745
moms bday,0,1,0.17890668
oh poor birdies actually theyre prob happymeans worms,0,1,0.032859594
tonight im celebrating love,0,2,0.96320283
quotfrooooooot nom nom nom nummyquot little girl sure love fruit,0,2,0.96301216
tumblr fun writers block dont post much claudyraztumblrcom follow imma follow,0,1,0.3238403
ive moved school beforeits bad really,0,0,-0.7955511
youre wonderful hope feeling never ends morning good early fam sleeping hungry,0,2,0.98027384
tired going shower bed night oh cool phils yay,0,2,0.73314774
glad guys ok well done heroes,0,2,0.9446415
thats good thing lt3,0,2,0.9561954
im wondering winter really take motorcycle shed im starting get itch ride,2,1,-0.16018221
dont know yet,0,1,-0.181335
morning beautiful lmfao,0,2,0.96109015
play guitar coolness,4,2,0.59846073
morning sir,0,1,0.24979308
could really lazy sunday afternoon nap perhaps waking smell nice roast dinner cooking,0,2,0.8802207
go work best night last night,0,2,0.9079666
going see quotupquot today,0,1,0.110468216
waiting go fair listening miley album,0,1,0.3703721
hi miley song quotbefore stormquot incredible love congratulations,0,2,0.9689459
well im glad youre sis persuaded otherwise welcome aboard,0,2,0.9632027
im well bored aint ages,7,0,-0.63673013
hardly ever get say,0,1,-0.3703416
prefer purple especially combined golden two colours look awesome together,0,2,0.9807439
baking morning headin mielekis cookout excited see everyone,0,2,0.9675443
hey hows going follow twitter,0,1,0.20632257
think quothow many times ridden earth around sunquot getting older honor like ridden,0,1,0.043508038
finishing amaziing raisin bread,0,1,0.046061914
also watchin weeeeeeds,0,1,0.20895535
listening 2 capital fm summertime ball playing psp,0,1,0.06519082
playing helium gas filled baloons,0,1,-0.30006275
ive used skitch let try 5,0,1,-0.0117623955
blue skies bright sunny still wish david luck mee,0,2,0.94550014
good day people pop bed looking news,0,2,0.92536646
back shop ppv munch tonight feel shattered nice chilled sunday order,0,2,0.90860504
def kind gardening reclining couch whilst organising activity peoples arms legs,0,1,0.022285778
mampds think soooo,0,1,0.031159014
copy casual content problem need something colour php cramming,0,1,-0.20365277
got job offer thank god,0,2,0.91260576
cool talk woody roadie hangin helping us set viva vida tour,0,2,0.7460787
mixed feelings ok time stop thinking go sleep,0,1,-0.017798007
loved movie want watch fun today,0,2,0.98304003
right need potter chores tings everybody relax dont let bastards wind slater xx,0,1,-0.26388192
yay deal century twitter,0,1,0.44795206
aww cool bet excited em got preference xx,0,2,0.9689637
far good,0,2,0.90378183
wifey still asleep,0,1,-0.2029788
quotbohica2k book monthjunequot fresh post check nose buried,3,1,-0.0023094192
got church ready eat fried chicken,0,1,-0.23524399
invites everyone watch first ever mall gig see market market 730pm saturday june 13 god bless,0,2,0.9222073
awesome pic misleading bigger irl going tanning laying eggs,0,2,0.7696677
get 100 followers day using add everyone train pay vip,0,1,0.34934476
yeah 10 away underdogs support kenya,0,1,-0.16333199
bubble house,0,1,0.07673
mommy jst want good habit,0,2,0.46749842
im hurting really lovely seeing last night great time,0,2,0.90291655
thanks ur text message went friends house get shower instead,1,1,-0.035332575
drinking coffee lt3 dunkin dounuts,0,1,0.08538543
ur nice friend u know ur gon na jealous cause im gon na get iphone lt3lt3lt33lt3 lt3,0,1,0.3150969
hahah spiderman costume fruit snacks,0,1,0.34277454
happen sometimes takes time,0,1,-0.12559178
best friend tonight shall amazing,0,2,0.9770574
completely choked,0,0,-0.6859678
going see,0,1,0.012142092
oh gosh love boybands jason myspace got aj chris todd course,0,2,0.96053797
used yet come home sponsor wifi,0,1,-0.11025077
way kroger pool waiting tea mcdon,0,1,0.040964015
u become awesome,0,2,0.918274
sushitime cant go wrong,0,1,-0.18387328
welcome borg,0,2,0.6958441
cant wait get sims 3 kenny buying birthday 4 days,0,2,0.9021267
want lunch maybe pancakes,0,1,0.3371706
cats dogs ftw dogs soooo cute,0,2,0.97877884
making pot tea,0,1,0.11197327
ur funny mr hottie way ethan probably went back sleep,0,1,-0.022484288
hey welcome back,0,2,0.91442716
looking forward reggae wednesdays churchills resuming june 17th cover whether square,0,2,0.87787944
homeward bound,0,1,-0.04761453
know already looking online see im,0,1,0.022640891
would loved drunk cake afterwards though,0,2,0.8742609
finished designing crochet baby bagblanket set setting elderly crochet wonder could job,0,1,0.13688757
band practice see later,0,1,0.08260445
secret mission sshh dont tell kids,0,1,-0.43684977
excited new website coming soon ill let know soon ready,0,2,0.9849653
love tshirts thanks fab,0,2,0.9836072
hah wish luxury,0,1,0.39909732
whuddddup twittttter,0,1,-0.22685692
hills missing house local pub quiz team name norfolk n chance,0,1,-0.05185358
red always worked,0,2,0.43171117
guys amazing love music,0,2,0.98473316
im going really english talk weather absolutely pissing like like,0,0,-0.9030957
aint talkin walkin copped tickets wheres lets go guys,0,1,0.23275265
watchin film,0,1,0.08976512
18 todaythanks everyooonneee love guys,0,2,0.9858555
spa day w madre texas t2 days wakeup,0,1,0.07754027
hello mark quite like name tweetstyle carolyn,5,2,0.52366036
almost time get extreeeeeme wants come chicken wings pizza ppv big screen,0,1,0.43116373
quick showerfeel refreshed,0,2,0.83194685
yes thank u,0,2,0.9208323
hide suitcase,0,1,-0.13656452
quite cool easy visit info,0,2,0.9425282
nooo listen jazel jaazeel got thtt xd iluusm,0,1,-0.09520632
know thanks james,0,2,0.5145399
thats photo win violet guitar signed take rock pic best,0,2,0.8418485
agree sort self end dress yet im going mom friday look,0,1,0.027227994
mama mia go resist mama mia show much ive missed,0,0,-0.5557878
heyy hows,0,1,0.103906155
say yes parking sucks food rated order pizza,0,0,-0.93874735
say drives freeway knee tweeting,5,1,-0.32380593
ive fallen love true blood thanks,0,2,0.51578355
would nice important answer question backroundsinger,0,2,0.7176136
thanking opening eyes wont left singing quotsooner laterquot ill leave behind mr right,0,1,0.07166947
explained twitter mom,0,1,-0.060452264
hes hilar,0,1,-0.014925152
im crazy new cd perfect brazil love much men,0,2,0.9807205
omg guys amazing music live best band opinion heres another person wholl buying album,0,2,0.95912033
2012 end world,8,1,-0.34193006
ahahahah yeah work one places offers tourism challenge,4,1,0.39303267
oh survive without mad ramblings intresting facts,0,1,-0.22347659
ducati sexy bikes,0,2,0.4938414
hooooray made breakfast time star wars revenge sith,0,2,0.88303953
oh man chuck yes greatest show earth love well good,0,2,0.9801671
lool nah dw trustt 10,0,1,0.11331961
4 movie jeans sure,0,1,0.12009649
fun im really tired sore rehearsal great time,1,2,0.3941867
especially hi,0,1,0.09969175
yasminas chocolates awful shes bloody good apprentice,0,2,0.31666386
oh ways hangover pretty funny,0,2,0.81067836
great night last night ate sandwich dont feel sick im go johns house little,0,2,0.95309126
tired cba sleep,0,0,-0.5773106
im going swim right back,0,1,0.17136815
long naps make happy,0,2,0.92410594
chocolate taste,0,1,0.20536286
isnt people peg leg parrot shoulder,0,1,-0.10837422
updates websitelol,3,1,0.022971354
opinion best japanese food decent price springfield,0,2,0.84381604
bits email one 10 picked thousands entries better good,0,2,0.75204945
lady asked brad got purse answered didnt hear ask funny,0,1,-0.27031845
listening bjork hell yes,0,2,0.6993182
awesome background,0,2,0.86337984
indo pras festas class 2009 love,0,1,0.17526275
goodnight twitland,0,1,0.22091147
